occ2_tgt3_hid0_seed89_stack_uc0_semantic | goal=stack seed=89 | placed green_object@free_001 line=130 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed20_holding_uc0_semantic_mbs0.18 | goal=holding seed=20 | placed red_object@free_010 line=833 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (1 unsearched shadows remaining)
randpairs_occ2_seed25_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=25 | placed green_object@free_007 line=323 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (3 unsearched shadows remaining)
randpairs_occ2_seed25_find-and-tray-stack_uc0_uniform | goal=find-and-tray-stack seed=25 | placed red_object@free_020 line=218 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed25_holding_uc0_semantic_mbs0.01 | goal=holding seed=25 | placed green_object@free_001 line=313 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed25_holding_uc0_semantic_mbs0.01 | goal=holding seed=25 | placed red_object@free_061 line=2865 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=True, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed25_holding_uc0_semantic_mbs0.05 | goal=holding seed=25 | placed green_object@free_001 line=233 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (3 unsearched shadows remaining)
randpairs_occ2_seed25_holding_uc0_semantic_mbs0.1 | goal=holding seed=25 | placed red_object@free_017 line=7042 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed25_holding_uc0_semantic_mbs0.18 | goal=holding seed=25 | placed green_object@free_009 line=135 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed25_holding_uc0_semantic_mbs0.18 | goal=holding seed=25 | placed red_object@free_007 line=219 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=True, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed25_holding_uc0_uniform | goal=holding seed=25 | placed green_object@free_159 line=228 -> reblocks ['shadow_of_green_object', 'shadow_of_red_object__00'] (target true hiding place=True, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (3 unsearched shadows remaining)
randpairs_occ2_seed28_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=28 | placed red_object@free_005 line=241 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02', 'shadow_of_red_object__03', 'shadow_of_red_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=28 | placed green_object@free_029 line=571 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=28 | placed green_object@free_005 line=260 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=28 | placed green_object@free_005 line=240 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=28 | placed red_object@free_005 line=234 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02', 'shadow_of_red_object__03', 'shadow_of_red_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=28 | placed green_object@free_025 line=562 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=28 | placed green_object@free_005 line=236 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=28 | placed green_object@free_005 line=238 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_find-and-tray-stack_uc0_uniform | goal=find-and-tray-stack seed=28 | placed red_object@free_015 line=450 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02', 'shadow_of_red_object__03', 'shadow_of_red_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_find-and-tray-stack_uc0_uniform | goal=find-and-tray-stack seed=28 | placed green_object@free_172 line=756 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_holding_uc0_semantic | goal=holding seed=28 | placed green_object@free_004 line=213 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_holding_uc0_semantic_mbs0.01 | goal=holding seed=28 | placed green_object@free_004 line=148 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_holding_uc0_semantic_mbs0.05 | goal=holding seed=28 | placed green_object@free_005 line=140 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_holding_uc0_semantic_mbs0.1 | goal=holding seed=28 | placed red_object@free_001 line=801 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_holding_uc0_semantic_mbs0.1 | goal=holding seed=28 | placed green_object@free_010 line=896 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_holding_uc0_semantic_mbs0.135 | goal=holding seed=28 | placed green_object@free_004 line=214 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_holding_uc0_semantic_mbs0.18 | goal=holding seed=28 | placed green_object@free_005 line=142 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed28_holding_uc0_uniform | goal=holding seed=28 | placed green_object@free_174 line=319 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=2 | placed red_object@free_025 line=228 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=2 | placed red_object@free_087 line=239 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=2 | placed red_object@free_025 line=229 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=2 | placed green_object@free_001 line=223 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=2 | placed red_object@free_012 line=375 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=2 | placed red_object@free_029 line=396 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=2 | placed green_object@free_011 line=224 -> reblocks ['shadow_of_blue_object__00', 'shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=2 | placed red_object@free_020 line=528 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_find-and-tray-stack_uc0_uniform | goal=find-and-tray-stack seed=2 | placed green_object@free_012 line=395 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_holding_uc0_semantic | goal=holding seed=2 | placed red_object@free_007 line=350 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_holding_uc0_semantic_mbs0.01 | goal=holding seed=2 | placed green_object@free_007 line=145 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ2_seed2_holding_uc0_semantic_mbs0.05 | goal=holding seed=2 | placed red_object@free_001 line=207 -> reblocks ['shadow_of_green_object', 'shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_holding_uc0_semantic_mbs0.135 | goal=holding seed=2 | placed green_object@free_007 line=406 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_holding_uc0_semantic_mbs0.135 | goal=holding seed=2 | placed red_object@free_018 line=491 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_holding_uc0_semantic_mbs0.18 | goal=holding seed=2 | placed green_object@free_007 line=205 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed2_holding_uc0_semantic_mbs0.18 | goal=holding seed=2 | placed red_object@free_017 line=430 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed34_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=34 | placed red_object@free_002 line=232 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ2_seed34_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=34 | placed green_object@free_068 line=299 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
